slug,role,team_name_short,presenze_pred,presenze_pred.1,starts_pred,titolare_pred,fmv_pred,mv_pred,gf_pred,assist_pred,clean_sheet_pred,price
adrian-bernabe,C,Parma,23.0,23.0,16.0,0,6.479258583531406,6.231048118295155,3.414771532906399,2.854027754382138,0.0,9.704
josh-doig,D,Sassuolo,23.0,23.0,19.0,1,6.213173499007464,6.053770298929628,1.6579134359401138,3.166131483317673,0.0,8.15
jean-butez,P,Como,30.0,30.0,30.0,0,5.075741564553524,6.107081374919376,0.0003155022455531,0.001080706467482,5.164077510968782,12.68
unai-nunez,D,Hellas Verona,28.0,28.0,25.0,1,6.088992722246756,6.040543235376481,1.1129819135989738,0.7346258576875103,0.0,6.26
zion-suzuki,P,Parma,30.0,30.0,27.0,1,4.742733818743916,6.240232031773854,0.0001204699674882,0.001808002799172,5.021146648803377,7.754999999999999
lennon-miller,C,Udinese,25.0,25.0,20.0,1,6.126079200580516,5.967095116203081,0.8843059952264728,3.3617406104679355,0.0,3.6399999999999997
bryan-cristante,C,Roma,26.0,26.0,23.0,1,6.101803807876581,5.9717758002962285,1.8225248821651967,2.176022305412711,0.0,6.136
nicolas-gonzalez,A,Juventus,9.0,9.0,8.0,1,6.0932057199206575,5.786381707584366,2.537078202840761,1.4271359130631895,0.0,13.01
juan-cuadrado,D,Pisa,26.0,26.0,20.0,1,6.249129732537763,6.001396142288399,2.885226706026398,4.13742247524744,0.0,6.79
tomas-suslov,C,Hellas Verona,31.0,31.0,25.0,1,6.091482654088828,5.949169629710931,2.4297195911676543,2.6483626279796213,0.0,6.488
alessandro-zanoli,D,Napoli,20.0,20.0,13.0,0,5.968469501271141,5.869324970873271,0.7342924624067415,1.54694089091321,0.0,5.4
clinton-njie,A,Torino,14.0,14.0,8.0,0,6.226028496039444,6.008999968858332,2.100866856488409,1.6276433809188853,0.0,1.125
samuel-chukwueze,C,Milan,21.0,21.0,11.0,0,6.310344343598601,6.009874359799055,3.770221956303812,2.9890533601917,0.0,5.272
faustino-anjorin,C,Torino,23.0,23.0,17.0,0,6.209,6.098,3.4835484322032846,2.267327696192753,0.0,7.5760000000000005
marten-de-roon,C,Atalanta,31.0,31.0,29.0,1,6.058464219309431,5.978140393236361,2.165536580416169,1.0510469508885374,0.0,9.456
elseid-hysaj,D,Lazio,22.0,22.0,18.0,0,5.870872458393783,5.823579154753513,0.9839020075823232,0.5103603603603604,0.0,2.66
mattia-valoti,C,Cremonese,21.0,21.0,11.0,0,6.082531681643207,5.784866048002762,4.709777747113156,1.6009282104360576,0.0,2.968
tete-morente,C,Lecce,31.0,31.0,23.0,1,6.021874803355808,5.871396433619811,2.368690424034492,2.9447865965117463,0.0,5.808
sebastiano-luperto,D,Cagliari,32.0,32.0,32.0,1,5.941497054737299,5.920617238982138,0.1985695549890492,0.3346175972909012,0.0,7.8999999999999995
federico-baschirotto,D,Cremonese,27.0,27.0,21.0,1,6.054462018520009,5.926491520865508,2.0789464418800288,0.0718267121014236,0.0,7.459999999999999
alex-jimenez,D,Milan,26.0,26.0,13.0,0,6.066871090444146,6.01009116923134,2.356569440238196,3.666580703384393,0.0,7.82
ivan-ilic,C,Torino,23.0,23.0,18.0,0,6.2248466059447685,6.0317554191318274,2.500690993394667,2.6107895093100786,0.0,5.224
honest-ahanor,D,Atalanta,16.0,16.0,10.0,0,6.24,6.144,1.4186781114379334,0.0363611530839138,0.0,6.16
marco-brescianini,C,Atalanta,21.0,21.0,13.0,0,6.217913777224099,6.037673604202976,2.7884478463969686,1.7067132212034384,0.0,7.256
mattia-viti,D,Fiorentina,19.0,19.0,17.0,0,5.911566421320584,5.892876493152107,0.671146204951449,0.0299106203846487,0.0,5.27
hassane-kamara,D,Udinese,21.0,21.0,19.0,1,5.999863123022728,5.9282713423453695,1.294974815025162,0.7602653241191234,0.0,7.97
matija-frigan,A,Parma,10.0,10.0,2.0,0,6.323751947267395,5.993105106639801,3.1343031233806675,0.8860571459277538,0.0,7.3999999999999995
michele-collocolo,C,Cremonese,28.0,28.0,24.0,1,5.944886705584772,5.688944196516959,3.043266670400385,1.21760239769023,0.0,7.216000000000001
oumar-solet,D,Udinese,28.0,28.0,26.0,0,6.140513484848488,6.083046693145965,0.8211291628425373,0.5966508995180178,0.0,13.379999999999999
ryad-idrissi,D,Cagliari,18.0,18.0,15.0,0,5.955451407417785,5.835073433123376,1.6467127410553422,2.6215339972232146,0.0,4.69
lewis-ferguson,C,Bologna,28.0,28.0,26.0,1,6.242715457086772,6.224876289567341,2.309717303676735,1.4356194690265487,0.0,7.176
fabiano-parisi,D,Fiorentina,21.0,21.0,15.0,0,5.98457264162605,5.875774631576059,0.8999425351339823,1.743555645897913,0.0,5.69
francesco-folino,D,Cremonese,25.0,25.0,19.0,1,5.833365165978375,5.710319082641896,2.108263078177407,0.1729679007497237,0.0,5.15
adam-masina,D,Torino,24.0,24.0,20.0,1,5.966624286023936,5.909430826720737,0.9755854917957512,0.8315642745797814,0.0,4.880000000000001
ardian-ismajli,D,Torino,21.0,21.0,19.0,1,5.816159569887617,5.800056764826498,0.195405531740167,0.2404518821291656,0.0,7.3100000000000005
arijanet-muric,P,Sassuolo,21.0,21.0,21.0,1,4.276143766550241,6.029452319755187,3.4226651155470195e-05,0.0004977265166306,4.7095856225554895,4.43
valentino-lazaro,D,Torino,23.0,23.0,15.0,0,6.109291914664445,5.948288377038584,1.0637673178841098,4.20081677891582,0.0,8.969999999999999
anass-salah-eddine,D,Roma,16.0,16.0,9.0,0,5.836359895328865,5.700415448598909,0.5932280212083496,0.9782770338608856,0.0,5.109999999999999
nicolo-bertola,D,Udinese,19.0,19.0,16.0,0,6.043850479960505,5.950674920197209,1.1751167277544046,0.3422403865346396,0.0,5.61
cas-odenthal,D,Sassuolo,27.0,27.0,25.0,1,5.731845112843019,5.693636142169645,0.6241366091857133,0.2933538682522106,0.0,4.76
giovanni-fabbian,C,Bologna,19.0,19.0,9.0,0,6.27034579840288,6.105452876509768,3.401280784139056,1.610354887793917,0.0,5.784000000000001
marcus-pedersen,D,Torino,24.0,24.0,18.0,0,5.798892955904519,5.666598870120694,0.0256046898683414,1.8409797832498973,0.0,4.949999999999999
guillermo-maripan,D,Torino,23.0,23.0,22.0,1,5.900078008333469,5.852767468662379,1.515543546491513,0.2167651566982075,0.0,6.03
keinan-davis,A,Udinese,12.0,12.0,5.0,0,6.313520385262715,6.016634779421994,3.160759690469201,1.1007645237356014,0.0,10.459999999999999
matteo-bianchetti,D,Cremonese,25.0,25.0,24.0,1,5.534069011290458,5.488803513992231,0.6448280851789717,0.3393090326250576,0.0,3.4
kristian-thorstvedt,C,Sassuolo,22.0,22.0,21.0,1,6.184772626114799,5.890931697942701,2.7750153996490656,1.2364069802590971,0.0,6.888
kingsley-ehizibue,D,Udinese,21.0,21.0,18.0,0,5.86517916951609,5.823019693135843,0.2724450830404641,0.7276264826705166,0.0,6.33
fali-cande,D,Sassuolo,20.0,20.0,18.0,0,5.825514681524765,5.784448132609453,0.6624259848582925,0.4784620102517555,0.0,5.7
niccolo-fortini,D,Fiorentina,15.0,15.0,11.0,0,6.007061402341701,5.881434331256201,1.1388175139016756,1.221523964036856,0.0,3.59
remo-freuler,C,Bologna,30.0,30.0,29.0,1,6.248978300640217,6.162857199344491,1.8053635952105376,1.4299896357927326,0.0,7.384
emanuele-valeri,D,Parma,30.0,30.0,29.0,1,6.167992686139491,6.024633411636132,1.8315550333392163,3.045336601956057,0.0,9.49
abdoulaye-niakhate-ndiaye,D,Parma,26.0,26.0,24.0,1,6.084835506591816,5.987491049171608,1.292479198869812,1.740477671294263,0.0,4.9
manu-kone,C,Roma,29.0,29.0,25.0,1,6.160512426027788,6.132570843142807,1.67951105470492,0.6184558885322645,0.0,9.8
matias-vecino,C,Lazio,23.0,23.0,13.0,0,6.120385110163414,5.996757205203735,2.5800554666706565,1.014353410847288,0.0,4.808
alessandro-vogliacco,D,Genoa,20.0,20.0,16.0,0,5.917556566978781,5.900273182894315,0.1007266110569293,0.2879431510464771,0.0,3.4699999999999998
emil-holm,D,Bologna,16.0,16.0,11.0,0,6.082311186662481,5.958176391766187,1.8954879309103645,0.7913645927619191,0.0,7.790000000000001
thomas-kristensen,D,Udinese,20.0,20.0,19.0,1,5.757311874079981,5.720516925438117,0.736284579754122,0.3582687432305769,0.0,5.36
nadir-zortea,D,Cagliari,29.0,29.0,22.0,0,6.228508098254806,6.007685054029294,3.0212719111297,2.8941970339157725,0.0,24.48
jay-idzes,D,Sassuolo,25.0,25.0,19.0,1,5.867191908590473,5.851875630545703,0.1604598533889543,0.239788186927963,0.0,6.71
tommaso-baldanzi,C,Roma,18.0,18.0,8.0,0,6.244153228377156,6.05561910184398,3.317334301849638,0.7627067362419054,0.0,5.152
petar-sucic,C,Inter,21.0,21.0,15.0,0,6.237718810883855,5.977098795150539,2.0980367613916977,1.582888139661884,0.0,6.688
sergi-roberto,C,Como,25.0,25.0,20.0,1,6.080169659539451,5.9544488118992005,2.2138213581132344,1.6316839153754854,0.0,3.576
neil-el-aynaoui,C,Roma,20.0,20.0,14.0,0,6.175462196067847,6.038862064739906,2.409703665352436,1.0669057541511868,0.0,7.032
jordan-zemura,D,Udinese,20.0,20.0,14.0,0,5.989027004460702,5.889478356577355,1.1817287862012928,1.2964846572733724,0.0,4.2
daniel-boloca,C,Sassuolo,29.0,29.0,28.0,1,6.149254270961494,6.096342019351879,1.8588572086783284,1.1514687890876716,0.0,4.496
oliver-provstgaard,D,Lazio,18.0,18.0,15.0,0,6.0614334947082,6.042864561636689,0.1229976753705366,0.1434271041196098,0.0,3.3499999999999996
leo-skiri-ostigard,D,Genoa,24.0,24.0,20.0,0,5.865998431182442,5.825368147939458,0.3639780851759613,0.5005632165097943,0.0,5.51
nicolo-casale,D,Bologna,16.0,16.0,13.0,0,5.800015295745502,5.743116283108273,0.3968986962506773,0.694411472728066,0.0,4.16
mihai-popa,P,Torino,13.0,13.0,5.0,0,4.88900794185489,6.123884705508629,4.728052699092176e-05,0.0054828194789578,5.333189949909539,2.285
pietro-comuzzo,D,Fiorentina,26.0,26.0,23.0,0,5.884722792120417,5.847956660144577,0.942525016863655,0.1036018201784226,0.0,6.55
youssouf-fofana,C,Milan,23.0,23.0,20.0,1,6.162958270541742,6.016899600059061,1.1444576219274214,3.735594707864984,0.0,8.984
suat-serdar,C,Hellas Verona,25.0,25.0,17.0,0,5.9795439938229045,5.8677746559107575,2.453987227932835,1.08564045967402,0.0,4.184
charalampos-lykogiannis,D,Bologna,19.0,19.0,15.0,0,6.04595038704171,5.974029364617109,1.046456458414668,0.7840834389274104,0.0,5.12
maduka-okoye,P,Udinese,20.0,20.0,20.0,0,4.950106930565988,6.292334653312809,4.417232152981317e-05,0.0003436246021297,2.630004892941954,6.725
benjamin-siegrist,P,Genoa,13.0,13.0,13.0,0,5.362611457612421,6.299533447500562,0.0001424494449865,0.0001268499076064,3.591515387941503,2.165
domagoj-bradaric,D,Hellas Verona,20.0,20.0,18.0,0,5.838763506993391,5.765811516692591,0.3691016401642493,1.2299234033423994,0.0,4.0
nahuel-estevez,C,Parma,27.0,27.0,22.0,1,5.918170792828161,5.812379237538797,2.046635719433638,1.4990700162495354,0.0,2.3360000000000003
pervis-estupinan,D,Milan,26.0,26.0,23.0,0,5.962520248153018,5.844105586855605,0.7035163242637713,2.155837933950372,0.0,14.950000000000001
patric,D,Lazio,17.0,17.0,15.0,0,5.882105731051386,5.874645280338422,0.0196142695369602,0.1128847262554925,0.0,3.61
nikola-moro,C,Bologna,22.0,22.0,17.0,0,6.178475183612782,6.04422055820444,1.6313016501157214,1.9113991744000165,0.0,2.984
fabio-miretti,C,Juventus,20.0,20.0,12.0,0,6.079220055874994,5.901701910311905,0.6587933218589032,3.079422921732966,0.0,3.368
marin-pongracic,D,Fiorentina,16.0,16.0,12.0,0,5.831581888162083,5.826232204783259,0.0162705606771446,0.0749672765014178,0.0,4.61
ange-yoan-bonny,A,Inter,13.0,13.0,7.0,0,6.269668953945295,6.00006495679413,1.82667100755671,0.7504645003676365,0.0,9.295
morten-thorsby,C,Genoa,25.0,25.0,18.0,0,5.999391592987901,5.914072846750511,1.7718940376505348,1.026146826723246,0.0,3.904
leonardo-sernicola,D,Cremonese,24.0,24.0,18.0,0,5.811908759522844,5.7582053501123465,0.5763832790282253,0.4712952860315119,0.0,2.14
alessandro-arena,C,Pisa,18.0,18.0,13.0,0,6.138623897561724,5.975026795116282,1.8574912183926355,1.7338858427416677,0.0,1.792
alessio-zerbin,C,Cremonese,24.0,24.0,17.0,0,6.08642472301825,5.98018091400873,2.938905944584145,0.4534992172211392,0.0,6.167999999999999
matteo-gabbia,D,Milan,23.0,23.0,20.0,0,6.042599001908274,6.02871111493209,1.209064761095759,0.0557757704137916,0.0,5.880000000000001
daniele-rugani,D,Juventus,15.0,15.0,14.0,0,5.885402282383262,5.8301751447265575,0.6629545559815372,0.151557247370731,0.0,2.87
tommaso-pobega,C,Bologna,18.0,18.0,12.0,0,6.183242848491712,6.020914045153548,2.406964566566435,1.2502686253674908,0.0,5.704000000000001
federico-ceccherini,D,Cremonese,24.0,24.0,20.0,1,5.759224350919164,5.7208255293084935,0.655023597272049,0.2106817197624192,0.0,4.45
kristjan-asllani,C,Inter,14.0,14.0,9.0,0,6.238272204784236,6.0011913052796295,1.2595301786930762,2.5123031209101763,0.0,3.128
amir-richardson,C,Fiorentina,21.0,21.0,13.0,0,5.903731253703347,5.803117200554038,1.843517543690829,0.9524366387079294,0.0,2.936
enrico-del-prato,D,Parma,29.0,29.0,27.0,1,6.097835639756426,6.036673311162569,1.539758884606469,0.8527818137303262,0.0,7.070000000000001
gabriele-zappa,D,Cagliari,29.0,29.0,25.0,1,5.915488780942254,5.831344033766637,1.5759269956786044,1.4620434053977454,0.0,4.91
sebastian-walukiewicz,D,Sassuolo,19.0,19.0,18.0,0,5.697131237872478,5.682041838550449,0.023400372420602,0.2636098564605147,0.0,4.29
mehdi-taremi,A,Inter,6.0,6.0,5.0,1,6.001949910808518,5.996160123966423,1.5455966053179022,1.1197924273370807,0.0,2.705
riccardo-sottil,C,Lecce,17.0,17.0,9.0,0,6.215730330171297,6.006891451881641,1.6802230452310538,2.444079246681468,0.0,5.5040000000000004
luca-pellegrini,D,Lazio,14.0,14.0,9.0,0,5.904069532399,5.81631174507464,0.0225053982794893,1.1610299788835787,0.0,3.4400000000000004
yannik-engelhardt,C,Como,22.0,22.0,21.0,1,5.93554292775268,5.814025382395171,1.8267607930204384,1.499117586268745,0.0,1.8160000000000003
danilo-cataldi,C,Lazio,23.0,23.0,15.0,0,6.002447737816417,5.909737066412714,1.3358839782844354,1.3325897623941207,0.0,2.5440000000000005
ibrahim-sulemana,C,Atalanta,16.0,16.0,7.0,0,6.070144565631532,5.943537958809709,2.341163602168852,0.4559919106030655,0.0,3.08
samuele-angori,D,Pisa,29.0,29.0,20.0,1,5.9493395259164,5.805181067296522,1.2328335836169373,1.7009145276326114,0.0,4.9399999999999995
simone-scuffet,P,Pisa,24.0,24.0,23.0,1,4.473419968227296,5.893719601886257,4.3189178059917216e-05,0.0002151775665402,2.7768334862245,2.585
el-bilal-toure,A,Atalanta,2.0,2.0,1.0,0,6.083071173793446,6.00122453028424,1.5561934917998748,0.7257856783079019,0.0,5.68
alieu-fadera,C,Sassuolo,21.0,21.0,16.0,0,6.067259783650912,5.87068005316956,1.0184406947223883,1.8372543541225936,0.0,3.6159999999999997
mergim-vojvoda,D,Como,25.0,25.0,18.0,0,5.981481767358655,5.890909485841949,0.8133050856436435,1.772281001733356,0.0,3.8199999999999994
simone-canestrelli,D,Pisa,30.0,30.0,28.0,1,5.889784253791286,5.795786360496645,1.7461175882331397,0.430572433267771,0.0,3.2800000000000002
ben-godfrey,D,Atalanta,23.0,23.0,22.0,1,5.942581105230373,5.926108137673903,0.1236163130713583,0.3099589059448907,0.0,1.39
piotr-zielinski,C,Inter,19.0,19.0,9.0,1,6.1591856052724285,6.130928294085464,1.059576195377627,1.40558564295862,0.0,3.384
yerry-mina,D,Cagliari,28.0,28.0,25.0,0,5.992599260418363,5.941501370351602,1.2511071785751158,0.0865716665900265,0.0,6.750000000000001
kialonda-gaspar,D,Lecce,26.0,26.0,25.0,1,6.0611215672748,6.036225424438969,0.401058728431362,0.4418999242603694,0.0,6.21
jacopo-fazzini,C,Fiorentina,17.0,17.0,11.0,0,6.015750172958976,5.907590121023448,1.266647450956521,1.0978316312517034,0.0,7.952
idrissa-toure,C,Pisa,25.0,25.0,14.0,0,5.959164149492252,5.796176922049422,1.743969732178266,1.1644364467585315,0.0,3.152
douglas-luiz,C,Juventus,18.0,18.0,14.0,1,6.014842165013538,5.951552329569912,1.1485862073252937,1.2291266070401068,0.0,2.192
stefan-posch,D,Bologna,10.0,10.0,10.0,1,6.020887942950668,5.977530597205833,0.535038517887052,0.8343939471537857,0.0,4.28
teun-koopmeiners,C,Juventus,22.0,22.0,10.0,1,6.387485995131416,5.994646244937334,4.280068083103801,2.9536353646907663,0.0,14.888
morten-frendrup,C,Genoa,27.0,27.0,25.0,1,6.081594760781196,6.036031665876781,1.1442594678180464,0.5951306366743343,0.0,5.032
maxence-caqueret,C,Como,24.0,24.0,22.0,1,6.006584397703334,5.885181048448128,0.8591164365950577,2.365428793784778,0.0,5.608
arthur-atta,C,Udinese,20.0,20.0,10.0,0,6.049000998302503,5.953664781146271,2.038478227839845,0.6871539152114223,0.0,4.072
frederic-guilbert,D,Lecce,30.0,30.0,29.0,1,5.851713880901199,5.808263240916161,0.0523988944479673,1.2201911216932415,0.0,2.5
josep-martinez,P,Inter,12.0,12.0,12.0,0,5.343126676302516,6.196036593305444,8.8344643001548e-05,0.0013307663294007,1.5998168533324306,2.425
