name,link_player_page,slug
Devyne Rensch,https://fbref.com/en/players/c5cbbcff/Devyne-Rensch,devyne-rensch
Daniel Requena,https://fbref.com/en/players/34d29ab9/Daniel-Requena,daniel-requena
Guillaume Restes,https://fbref.com/en/players/6b91b999/Guillaume-Restes,guillaume-restes
Mateo Retegui,https://fbref.com/en/players/e7695e6c/Mateo-Retegui,mateo-retegui
Elvis Rexhbeçaj,https://fbref.com/en/players/1ae836b1/Elvis-Rexhbecaj,elvis-rexhbecaj
Gio Reyna,https://fbref.com/en/players/7fa4e703/Gio-Reyna,gio-reyna
Chadi Riad,https://fbref.com/en/players/b3b9b8b8/Chadi-Riad,chadi-riad
Alexsandro Ribeiro,https://fbref.com/en/players/102c9665/Alexsandro-Ribeiro,alexsandro-ribeiro
Samuele Ricci,https://fbref.com/en/players/9823be92/Samuele-Ricci,samuele-ricci
Declan Rice,https://fbref.com/en/players/1c7012b8/Declan-Rice,declan-rice
Chris Richards,https://fbref.com/en/players/0a3d6d2b/Chris-Richards,chris-richards
Amir Richardson,https://fbref.com/en/players/2b7cdb79/Amir-Richardson,amir-richardson
Richarlison,https://fbref.com/en/players/fa031b34/Richarlison,richarlison
Diego Rico,https://fbref.com/en/players/d9ba39fc/Diego-Rico,diego-rico
Fabian Rieder,https://fbref.com/en/players/c2bd8585/Fabian-Rieder,fabian-rieder
Lasse Rieß,https://fbref.com/en/players/25877714/Lasse-Riess,lasse-rieß
Luis Rioja,https://fbref.com/en/players/eb3dd471/Luis-Rioja,luis-rioja
Luis Rioja,https://fbref.com/en/players/eb3dd471/Luis-Rioja,luis-rioja
Rodrigo Riquelme,https://fbref.com/en/players/65154df0/Rodrigo-Riquelme,rodrigo-riquelme
Alberto Risco,https://fbref.com/en/players/36286814/Alberto-Risco,alberto-risco
Mihailo Ristić,https://fbref.com/en/players/ea0aa7e0/Mihailo-Ristic,mihailo-ristic
Lars Ritzka,https://fbref.com/en/players/35d23b15/Lars-Ritzka,lars-ritzka
Gorka Rivera Alonso,https://fbref.com/en/players/f1124008/Gorka-Rivera-Alonso,gorka-rivera-alonso
Sergi Roberto,https://fbref.com/en/players/335fa267/Sergi-Roberto,sergi-roberto
Andrew Robertson,https://fbref.com/en/players/2e4f5f03/Andrew-Robertson,andrew-robertson
Antonee Robinson,https://fbref.com/en/players/289601e6/Antonee-Robinson,antonee-robinson
Jay Robinson,https://fbref.com/en/players/2a616c85/Jay-Robinson,jay-robinson
Marc Roca,https://fbref.com/en/players/da27e268/Marc-Roca,marc-roca
Rodri,https://fbref.com/en/players/6434f10d/Rodri,rodri
Rodri,https://fbref.com/en/players/85bed4ee/Rodri,rodri
Adrian Rodriguez,https://fbref.com/en/players/bf17fb4a/Adrian-Rodriguez,adrian-rodriguez
Alejandro Rodriguez,https://fbref.com/en/players/fbe1cf6b/Alejandro-Rodriguez,alejandro-rodriguez
Álvaro Rodríguez,https://fbref.com/en/players/49a6ecbb/Alvaro-Rodriguez,alvaro-rodriguez
Óscar Rodríguez Arnaiz,https://fbref.com/en/players/19709006/Oscar-Rodriguez-Arnaiz,oscar-rodriguez-arnaiz
Arturo Rodríguez,https://fbref.com/en/players/8516f382/Arturo-Rodriguez,arturo-rodriguez
Damián Rodríguez,https://fbref.com/en/players/22371dee/Damian-Rodriguez,damian-rodriguez
Dani Rodríguez,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez,dani-rodriguez
Daniel Rodriguez,https://fbref.com/en/players/f9cbad15/Daniel-Rodriguez,daniel-rodriguez
Guido Rodríguez,https://fbref.com/en/players/34e393f2/Guido-Rodriguez,guido-rodriguez
James Rodríguez,https://fbref.com/en/players/715bf047/James-Rodriguez,james-rodriguez
Javi Rodríguez,https://fbref.com/en/players/08ec5e71/Javi-Rodriguez,javi-rodriguez
Jesus Rodríguez,https://fbref.com/en/players/f9f74e43/Jesus-Rodriguez,jesus-rodriguez
Kirian Rodríguez,https://fbref.com/en/players/9b130479/Kirian-Rodriguez,kirian-rodriguez
Ricardo Rodríguez,https://fbref.com/en/players/7f78ad23/Ricardo-Rodriguez,ricardo-rodriguez
Rodrygo,https://fbref.com/en/players/8f5e92a6/Rodrygo,rodrygo
Mads Roerslev,https://fbref.com/en/players/57c94db2/Mads-Roerslev,mads-roerslev
Mads Roerslev,https://fbref.com/en/players/57c94db2/Mads-Roerslev,mads-roerslev
Morgan Rogers,https://fbref.com/en/players/2e5915f1/Morgan-Rogers,morgan-rogers
Merlin Röhl,https://fbref.com/en/players/1f2c7b55/Merlin-Rohl,merlin-rohl
Alessio Romagnoli,https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli,alessio-romagnoli
Leo Román,https://fbref.com/en/players/924ff27e/Leo-Roman,leo-roman
Carlos Romero,https://fbref.com/en/players/23cbf863/Carlos-Romero,carlos-romero
Cristian Romero,https://fbref.com/en/players/a3d94a58/Cristian-Romero,cristian-romero
Isaac Romero,https://fbref.com/en/players/be719093/Isaac-Romero,isaac-romero
Luka Romero,https://fbref.com/en/players/ca6edaa0/Luka-Romero,luka-romero
Oriol Romeu,https://fbref.com/en/players/4b511457/Oriol-Romeu,oriol-romeu
Valentin Rongier,https://fbref.com/en/players/ed45c4a5/Valentin-Rongier,valentin-rongier
Marten de Roon,https://fbref.com/en/players/2a1beb34/Marten-de-Roon,marten-de-roon
Vitor Roque,https://fbref.com/en/players/cb00f1e6/Vitor-Roque,vitor-roque
Pablo Rosario,https://fbref.com/en/players/1a6b7ea4/Pablo-Rosario,pablo-rosario
Lasse Rosenboom,https://fbref.com/en/players/1df23153/Lasse-Rosenboom,lasse-rosenboom
Max Rosenfelder,https://fbref.com/en/players/b6ceba6b/Max-Rosenfelder,max-rosenfelder
Valentin Rosier,https://fbref.com/en/players/9b6d9b53/Valentin-Rosier,valentin-rosier
Tom Rothe,https://fbref.com/en/players/90c1f9a4/Tom-Rothe,tom-rothe
Anthony Rouault,https://fbref.com/en/players/9b545925/Anthony-Rouault,anthony-rouault
Anthony Rouault,https://fbref.com/en/players/9b545925/Anthony-Rouault,anthony-rouault
Jonas Rouhi,https://fbref.com/en/players/31908a0a/Jonas-Rouhi,jonas-rouhi
Jérôme Roussillon,https://fbref.com/en/players/13203c45/Jerome-Roussillon,jerome-roussillon
Nicolò Rovella,https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella,nicolo-rovella
Jon Rowe,https://fbref.com/en/players/8c12f884/Jon-Rowe,jon-rowe
Amir Rrahmani,https://fbref.com/en/players/4b3e1a38/Amir-Rrahmani,amir-rrahmani
Tommaso Rubino,https://fbref.com/en/players/cf5bf6c7/Tommaso-Rubino,tommaso-rubino
Antonio Rüdiger,https://fbref.com/en/players/18b896d6/Antonio-Rudiger,antonio-rudiger
Matteo Ruggeri,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri,matteo-ruggeri
Aitor Ruibal,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal,aitor-ruibal
Abel Ruiz,https://fbref.com/en/players/6cbf8d0d/Abel-Ruiz,abel-ruiz
Ferrán Ruiz,https://fbref.com/en/players/4e4b8e97/Ferran-Ruiz,ferran-ruiz
Fabián Ruiz Peña,https://fbref.com/en/players/c0c7ff58/Fabian-Ruiz-Pena,fabian-ruiz-pena
Gerónimo Rulli,https://fbref.com/en/players/625c144a/Geronimo-Rulli,geronimo-rulli
Georginio Rutter,https://fbref.com/en/players/c64c01fc/Georginio-Rutter,georginio-rutter
Mathew Ryan,https://fbref.com/en/players/4535e4bb/Mathew-Ryan,mathew-ryan
Julian Ryerson,https://fbref.com/en/players/009a4f60/Julian-Ryerson,julian-ryerson
Frederik Rønnow,https://fbref.com/en/players/a70b8345/Frederik-Ronnow,frederik-rønnow
José Sá,https://fbref.com/en/players/903b6e8b/Jose-Sa,jose-sa
Elias Saad,https://fbref.com/en/players/78a2284f/Elias-Saad,elias-saad
Youssouf Sabaly,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly,youssouf-sabaly
Emmanuel Sabbi,https://fbref.com/en/players/2e1b7c83/Emmanuel-Sabbi,emmanuel-sabbi
Stefano Sabelli,https://fbref.com/en/players/0ccac09c/Stefano-Sabelli,stefano-sabelli
Marcel Sabitzer,https://fbref.com/en/players/e280527c/Marcel-Sabitzer,marcel-sabitzer
Falaye Sacko,https://fbref.com/en/players/6388e356/Falaye-Sacko,falaye-sacko
Umar Sadiq,https://fbref.com/en/players/686cbe7d/Umar-Sadiq,umar-sadiq
Umar Sadiq,https://fbref.com/en/players/686cbe7d/Umar-Sadiq,umar-sadiq
Alexis Saelemaekers,https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,alexis-saelemaekers
Alexis Saelemaekers,https://fbref.com/en/players/ee251371/Alexis-Saelemaekers,alexis-saelemaekers
Jorge Sáenz,https://fbref.com/en/players/bfca375c/Jorge-Saenz,jorge-saenz
Matvei Safonov,https://fbref.com/en/players/d97b252e/Matvei-Safonov,matvei-safonov
Modibo Sagnan,https://fbref.com/en/players/76d679c7/Modibo-Sagnan,modibo-sagnan
Richie Sagrado,https://fbref.com/en/players/3e3190f1/Richie-Sagrado,richie-sagrado
Osame Sahraoui,https://fbref.com/en/players/6f9fa232/Osame-Sahraoui,osame-sahraoui
Wesley Saïd,https://fbref.com/en/players/90fcf472/Wesley-Said,wesley-said
Théo Sainte-Luce,https://fbref.com/en/players/93c942fb/Theo-Sainte-Luce,theo-sainte-luce
Bukayo Saka,https://fbref.com/en/players/bc7dc64d/Bukayo-Saka,bukayo-saka
Faik Sakar,https://fbref.com/en/players/85c3052c/Faik-Sakar,faik-sakar
Marco Sala,https://fbref.com/en/players/0c57be8b/Marco-Sala,marco-sala
Marco Sala,https://fbref.com/en/players/0c57be8b/Marco-Sala,marco-sala
Ibrahim Salah,https://fbref.com/en/players/cad3fd4d/Ibrahim-Salah,ibrahim-salah
Mohamed Salah,https://fbref.com/en/players/e342ad68/Mohamed-Salah,mohamed-salah
Anass Salah-Eddine,https://fbref.com/en/players/0d274394/Anass-Salah-Eddine,anass-salah-eddine
Amine Salama,https://fbref.com/en/players/bc7cc472/Amine-Salama,amine-salama
Jan Salas,https://fbref.com/en/players/59bb99d1/Jan-Salas,jan-salas
Kike Salas,https://fbref.com/en/players/0a69de7b/Kike-Salas,kike-salas
Manolis Saliakas,https://fbref.com/en/players/18fe6d90/Manolis-Saliakas,manolis-saliakas
William Saliba,https://fbref.com/en/players/972aeb2a/William-Saliba,william-saliba
Mohammed Salisu,https://fbref.com/en/players/0b33f6ad/Mohammed-Salisu,mohammed-salisu
Roland Sallai,https://fbref.com/en/players/bf075f6b/Roland-Sallai,roland-sallai
Yoann Salmier,https://fbref.com/en/players/c3725db2/Yoann-Salmier,yoann-salmier
Lazar Samardzic,https://fbref.com/en/players/217c93a1/Lazar-Samardzic,lazar-samardzic
Diadie Samassékou,https://fbref.com/en/players/08593525/Diadie-Samassekou,diadie-samassekou
Mama Samba Baldé,https://fbref.com/en/players/fb14aa28/Mama-Samba-Balde,mama-samba-balde
Mama Samba Baldé,https://fbref.com/en/players/fb14aa28/Mama-Samba-Balde,mama-samba-balde
Brice Samba,https://fbref.com/en/players/60d90c55/Brice-Samba,brice-samba
Brice Samba,https://fbref.com/en/players/60d90c55/Brice-Samba,brice-samba
Albert Sambi Lokonga,https://fbref.com/en/players/1b4f1169/Albert-Sambi-Lokonga,albert-sambi-lokonga
Junior Sambia,https://fbref.com/en/players/24eb7ed6/Junior-Sambia,junior-sambia
Chuky san jose,https://fbref.com/en/players/0525a80f/Chuky-san-jose,chuky-san-jose
Antonio Sanabria,https://fbref.com/en/players/0a447501/Antonio-Sanabria,antonio-sanabria
Oihan Sancet,https://fbref.com/en/players/bdb624a3/Oihan-Sancet,oihan-sancet
Alexis Sánchez,https://fbref.com/en/players/2c0f8e9e/Alexis-Sanchez,alexis-sanchez
Antonio Sánchez,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez,antonio-sanchez
Iván Sánchez,https://fbref.com/en/players/70107d4d/Ivan-Sanchez,ivan-sanchez
Javi Sánchez,https://fbref.com/en/players/60359288/Javi-Sanchez,javi-sanchez
Juanlu Sánchez,https://fbref.com/en/players/cc6de655/Juanlu-Sanchez,juanlu-sanchez
Manu Sánchez,https://fbref.com/en/players/ffacd3d5/Manu-Sanchez,manu-sanchez
Robert Sánchez,https://fbref.com/en/players/6a713852/Robert-Sanchez,robert-sanchez
Jadon Sancho,https://fbref.com/en/players/dbf053da/Jadon-Sancho,jadon-sancho
Philipp Sander,https://fbref.com/en/players/5c90bad8/Philipp-Sander,philipp-sander
James Sands,https://fbref.com/en/players/dccd127f/James-Sands,james-sands
Leroy Sané,https://fbref.com/en/players/2b114be3/Leroy-Sane,leroy-sane
Arouna Sangante,https://fbref.com/en/players/17bb562c/Arouna-Sangante,arouna-sangante
Ibrahim Sangaré,https://fbref.com/en/players/bced0375/Ibrahim-Sangare,ibrahim-sangare
Nhoa Sangui,https://fbref.com/en/players/3f465a66/Nhoa-Sangui,nhoa-sangui
Maroan Sannadi,https://fbref.com/en/players/bea2537a/Maroan-Sannadi,maroan-sannadi
Kaishu Sano,https://fbref.com/en/players/7a7a6361/Kaishu-Sano,kaishu-sano
Morgan Sanson,https://fbref.com/en/players/6e7f1353/Morgan-Sanson,morgan-sanson
Nicola Sansone,https://fbref.com/en/players/7eb97a8e/Nicola-Sansone,nicola-sansone
Baptiste Santamaria,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria,baptiste-santamaria
Baptiste Santamaria,https://fbref.com/en/players/5e22e2a4/Baptiste-Santamaria,baptiste-santamaria
Jesús Santiago,https://fbref.com/en/players/bc49fd34/Jesus-Santiago,jesus-santiago
Andrey Santos,https://fbref.com/en/players/dd745366/Andrey-Santos,andrey-santos
Kauã Santos,https://fbref.com/en/players/c7c50cb5/Kaua-Santos,kaua-santos
Tiago Santos,https://fbref.com/en/players/3eeebc87/Tiago-Santos,tiago-santos
Pablo Sarabia,https://fbref.com/en/players/9744ff80/Pablo-Sarabia,pablo-sarabia
Jeremy Sarmiento,https://fbref.com/en/players/ac0d576d/Jeremy-Sarmiento,jeremy-sarmiento
Amin Sarr,https://fbref.com/en/players/d5326924/Amin-Sarr,amin-sarr
Ismaila Sarr,https://fbref.com/en/players/bfdb33aa/Ismaila-Sarr,ismaila-sarr
Malang Sarr,https://fbref.com/en/players/4315f30d/Malang-Sarr,malang-sarr
Mamadou Sarr,https://fbref.com/en/players/61f80c89/Mamadou-Sarr,mamadou-sarr
Martin Satriano,https://fbref.com/en/players/86383d0e/Martin-Satriano,martin-satriano
Razvan Sava,https://fbref.com/en/players/41efbd34/Razvan-Sava,razvan-sava
Téji Savanier,https://fbref.com/en/players/6bde367b/Teji-Savanier,teji-savanier
Sávio,https://fbref.com/en/players/fe6e7156/Savio,savio
Nicolò Savona,https://fbref.com/en/players/e041497d/Nicolo-Savona,nicolo-savona
Saba Sazonov,https://fbref.com/en/players/645dffbf/Saba-Sazonov,saba-sazonov
Joe Scally,https://fbref.com/en/players/236f02cd/Joe-Scally,joe-scally
Giorgio Scalvini,https://fbref.com/en/players/1e9aa637/Giorgio-Scalvini,giorgio-scalvini
Gianluca Scamacca,https://fbref.com/en/players/8790f988/Gianluca-Scamacca,gianluca-scamacca
Oliver Scarles,https://fbref.com/en/players/242e5e6d/Oliver-Scarles,oliver-scarles
Dane Scarlett,https://fbref.com/en/players/21945a9e/Dane-Scarlett,dane-scarlett
Kevin Schade,https://fbref.com/en/players/52afb588/Kevin-Schade,kevin-schade
András Schäfer,https://fbref.com/en/players/049751d7/Andras-Schafer,andras-schafer
Fabian Schär,https://fbref.com/en/players/c8aa95da/Fabian-Schar,fabian-schar
Patrik Schick,https://fbref.com/en/players/5d4f7d61/Patrik-Schick,patrik-schick
Stefan Schimmer,https://fbref.com/en/players/395bbb60/Stefan-Schimmer,stefan-schimmer
Joël Schingtienne,https://fbref.com/en/players/35a4790e/Joel-Schingtienne,joel-schingtienne
Xaver Schlager,https://fbref.com/en/players/8f056768/Xaver-Schlager,xaver-schlager
Keven Schlotterbeck,https://fbref.com/en/players/f6bdc830/Keven-Schlotterbeck,keven-schlotterbeck
Nico Schlotterbeck,https://fbref.com/en/players/34e12499/Nico-Schlotterbeck,nico-schlotterbeck
Jeffrey Schlupp,https://fbref.com/en/players/3312f911/Jeffrey-Schlupp,jeffrey-schlupp
Romano Schmid,https://fbref.com/en/players/220ace7e/Romano-Schmid,romano-schmid
Niklas Schmidt,https://fbref.com/en/players/b9ae8560/Niklas-Schmidt,niklas-schmidt
Jan Schöppner,https://fbref.com/en/players/932bfcac/Jan-Schoppner,jan-schoppner
Marvin Schulz,https://fbref.com/en/players/651167c8/Marvin-Schulz,marvin-schulz
Alexander Schwolow,https://fbref.com/en/players/0d55d942/Alexander-Schwolow,alexander-schwolow
Léo Scienza,https://fbref.com/en/players/79064bc9/Leo-Scienza,leo-scienza
Alex Scott,https://fbref.com/en/players/104d0bb8/Alex-Scott,alex-scott
Simone Scuffet,https://fbref.com/en/players/41bd99ea/Simone-Scuffet,simone-scuffet
Simone Scuffet,https://fbref.com/en/players/41bd99ea/Simone-Scuffet,simone-scuffet
Jérémy Sebas,https://fbref.com/en/players/0b6911e4/Jeremy-Sebas,jeremy-sebas
Aleksandar Sedlar,https://fbref.com/en/players/a35134ae/Aleksandar-Sedlar,aleksandar-sedlar
Jacopo Seghetti,https://fbref.com/en/players/70a10677/Jacopo-Seghetti,jacopo-seghetti
Alidu Seidu,https://fbref.com/en/players/cea59f02/Alidu-Seidu,alidu-seidu
Nicolas Seiwald,https://fbref.com/en/players/28c6e925/Nicolas-Seiwald,nicolas-seiwald
Hiroki Sekine,https://fbref.com/en/players/7304dd80/Hiroki-Sekine,hiroki-sekine
Matz Sels,https://fbref.com/en/players/834b5c4c/Matz-Sels,matz-sels
Nélson Semedo,https://fbref.com/en/players/d04b94db/Nelson-Semedo,nelson-semedo
Antoine Semenyo,https://fbref.com/en/players/efd2ec23/Antoine-Semenyo,antoine-semenyo
Marvin Senaya,https://fbref.com/en/players/1d383c10/Marvin-Senaya,marvin-senaya
Marcos Senesi,https://fbref.com/en/players/35141f4c/Marcos-Senesi,marcos-senesi
Stefano Sensi,https://fbref.com/en/players/b70bde8f/Stefano-Sensi,stefano-sensi
Suat Serdar,https://fbref.com/en/players/b3325a30/Suat-Serdar,suat-serdar
Sergi,https://fbref.com/en/players/65ac6ea0/Sergi,sergi
Nicolás Serrano,https://fbref.com/en/players/2ad0e5e5/Nicolas-Serrano,nicolas-serrano
Benjamin Šeško,https://fbref.com/en/players/3260690c/Benjamin-Sesko,benjamin-sesko
Ryan Sessegnon,https://fbref.com/en/players/6aa3e78b/Ryan-Sessegnon,ryan-sessegnon
Stephan El Shaarawy,https://fbref.com/en/players/d3aaad90/Stephan-El-Shaarawy,stephan-el-shaarawy
Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,luke-shaw
Alen Sherri,https://fbref.com/en/players/eebf35b6/Alen-Sherri,alen-sherri
Eldor Shomurodov,https://fbref.com/en/players/57469b2d/Eldor-Shomurodov,eldor-shomurodov
Djibril Sidibé,https://fbref.com/en/players/4c5b714f/Djibril-Sidibe,djibril-sidibe
Armindo Sieb,https://fbref.com/en/players/228c1d94/Armindo-Sieb,armindo-sieb
Benjamin Siegrist,https://fbref.com/en/players/46912ffe/Benjamin-Siegrist,benjamin-siegrist
Vincent Sierro,https://fbref.com/en/players/92ffb8f9/Vincent-Sierro,vincent-sierro
Tim Siersleben,https://fbref.com/en/players/f761c901/Tim-Siersleben,tim-siersleben
Zain Silcott-Duberry,https://fbref.com/en/players/2f5fa231/Zain-Silcott-Duberry,zain-silcott-duberry
Kiliann Sildillia,https://fbref.com/en/players/313254a3/Kiliann-Sildillia,kiliann-sildillia
André Silva,https://fbref.com/en/players/3effaa34/Andre-Silva,andre-silva
André Silva,https://fbref.com/en/players/3effaa34/Andre-Silva,andre-silva
Bernardo Silva,https://fbref.com/en/players/3eb22ec9/Bernardo-Silva,bernardo-silva
Caio Henrique Oliveira Silva,https://fbref.com/en/players/30af8b93/Caio-Henrique-Oliveira-Silva,caio-henrique-oliveira-silva
Fábio Silva,https://fbref.com/en/players/e7aa9d7c/Fabio-Silva,fabio-silva
Jota Silva,https://fbref.com/en/players/4d77e622/Jota-Silva,jota-silva
Eric da Silva Moreira,https://fbref.com/en/players/0a4f579a/Eric-da-Silva-Moreira,eric-da-silva-moreira
Rui Silva,https://fbref.com/en/players/ea83bfa6/Rui-Silva,rui-silva
Marco Silvestri,https://fbref.com/en/players/0d422df7/Marco-Silvestri,marco-silvestri
Abdallah Sima,https://fbref.com/en/players/fdbde523/Abdallah-Sima,abdallah-sima
Mohamed Simakan,https://fbref.com/en/players/fcb27134/Mohamed-Simakan,mohamed-simakan
Giovanni Simeone,https://fbref.com/en/players/343c0d52/Giovanni-Simeone,giovanni-simeone
Giuliano Simeone,https://fbref.com/en/players/a6536561/Giuliano-Simeone,giuliano-simeone
Moses Simon,https://fbref.com/en/players/5f3eaaf5/Moses-Simon,moses-simon
Unai Simón,https://fbref.com/en/players/5dcf3e90/Unai-Simon,unai-simon
Xavi Simons,https://fbref.com/en/players/da4d670f/Xavi-Simons,xavi-simons
Jahmai Simpson-Pusey,https://fbref.com/en/players/383b10fd/Jahmai-Simpson-Pusey,jahmai-simpson-pusey
Danel Sinani,https://fbref.com/en/players/96ddfa79/Danel-Sinani,danel-sinani
Lassine Sinayoko,https://fbref.com/en/players/5e5249c8/Lassine-Sinayoko,lassine-sinayoko
Wilfried Singo,https://fbref.com/en/players/8b609c34/Wilfried-Singo,wilfried-singo
Luis Sinisterra,https://fbref.com/en/players/8e16dd48/Luis-Sinisterra,luis-sinisterra
Daley Sinkgraven,https://fbref.com/en/players/73000a79/Daley-Sinkgraven,daley-sinkgraven
Tobias Sippel,https://fbref.com/en/players/0d8a37c2/Tobias-Sippel,tobias-sippel
Jailson Siqueira,https://fbref.com/en/players/b4819112/Jailson-Siqueira,jailson-siqueira
Ayanda Sishuba,https://fbref.com/en/players/6fd76804/Ayanda-Sishuba,ayanda-sishuba
Ibrahim Sissoko,https://fbref.com/en/players/a170541f/Ibrahim-Sissoko,ibrahim-sissoko
Ibrahima Sissoko,https://fbref.com/en/players/0f8418aa/Ibrahima-Sissoko,ibrahima-sissoko
Niama Sissoko,https://fbref.com/en/players/d349f13b/Niama-Sissoko,niama-sissoko
Antonio Sivera,https://fbref.com/en/players/9970da54/Antonio-Sivera,antonio-sivera
Tim Skarke,https://fbref.com/en/players/65857fdf/Tim-Skarke,tim-skarke
Ellyes Skhiri,https://fbref.com/en/players/c2211709/Ellyes-Skhiri,ellyes-skhiri
Oliver Skipp,https://fbref.com/en/players/6250083a/Oliver-Skipp,oliver-skipp
Leo Skiri Østigård,https://fbref.com/en/players/b35a7399/Leo-Skiri-Ostigard,leo-skiri-østigard
Leo Skiri Østigård,https://fbref.com/en/players/b35a7399/Leo-Skiri-Ostigard,leo-skiri-østigard
Łukasz Skorupski,https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski,łukasz-skorupski
Andreas Skov Olsen,https://fbref.com/en/players/c50cee19/Andreas-Skov-Olsen,andreas-skov-olsen
Robert Skov,https://fbref.com/en/players/ff98492b/Robert-Skov,robert-skov
Milan Škriniar,https://fbref.com/en/players/30f5ffa9/Milan-Skriniar,milan-skriniar
Steven Skrzybski,https://fbref.com/en/players/58ce23e5/Steven-Skrzybski,steven-skrzybski
Naatan Skyttä,https://fbref.com/en/players/d7547531/Naatan-Skytta,naatan-skytta
William Smallbone,https://fbref.com/en/players/5e105217/William-Smallbone,william-smallbone
Adam Smith,https://fbref.com/en/players/20b104bc/Adam-Smith,adam-smith
Eric Smith,https://fbref.com/en/players/8817312f/Eric-Smith,eric-smith
Justin Smith,https://fbref.com/en/players/a496d4a2/Justin-Smith,justin-smith
Emile Smith Rowe,https://fbref.com/en/players/17695062/Emile-Smith-Rowe,emile-smith-rowe
Ivan Smolčić,https://fbref.com/en/players/08e57960/Ivan-Smolcic,ivan-smolcic
Eduard Sobol,https://fbref.com/en/players/2ccd89a3/Eduard-Sobol,eduard-sobol
Simon Sohm,https://fbref.com/en/players/a5f458d9/Simon-Sohm,simon-sohm
Alex Sola,https://fbref.com/en/players/5fa714d5/Alex-Sola,alex-sola
Arnau Solà,https://fbref.com/en/players/c8c8ce16/Arnau-Sola,arnau-sola
Dominic Solanke,https://fbref.com/en/players/e77dc3b2/Dominic-Solanke,dominic-solanke
Ola Solbakken,https://fbref.com/en/players/78f13530/Ola-Solbakken,ola-solbakken
Carlos Soler,https://fbref.com/en/players/fed17f5a/Carlos-Soler,carlos-soler
Julio Soler,https://fbref.com/en/players/98c8559a/Julio-Soler,julio-soler
Oumar Solet,https://fbref.com/en/players/0670ee51/Oumar-Solet,oumar-solet
Jhon Solis,https://fbref.com/en/players/1282939a/Jhon-Solis,jhon-solis
Daniele Sommariva,https://fbref.com/en/players/a8e7f7e9/Daniele-Sommariva,daniele-sommariva
Yann Sommer,https://fbref.com/en/players/420c18a1/Yann-Sommer,yann-sommer
David Soria,https://fbref.com/en/players/8f8c6934/David-Soria,david-soria
Juan Soriano,https://fbref.com/en/players/5512b1a9/Juan-Soriano,juan-soriano
Borna Sosa,https://fbref.com/en/players/af0d79a9/Borna-Sosa,borna-sosa
Ramón Sosa,https://fbref.com/en/players/2d3417a1/Ramon-Sosa,ramon-sosa
Hugo Sotelo,https://fbref.com/en/players/3aa74860/Hugo-Sotelo,hugo-sotelo
Florian Sotoca,https://fbref.com/en/players/7a42d0df/Florian-Sotoca,florian-sotoca
Riccardo Sottil,https://fbref.com/en/players/94816803/Riccardo-Sottil,riccardo-sottil
Riccardo Sottil,https://fbref.com/en/players/94816803/Riccardo-Sottil,riccardo-sottil
Tomáš Souček,https://fbref.com/en/players/6613c819/Tomas-Soucek,tomas-soucek
Matìas Soulé,https://fbref.com/en/players/c13ddd3e/Matias-Soule,matias-soule
Boubakary Soumaré,https://fbref.com/en/players/ae59b359/Boubakary-Soumare,boubakary-soumare
Issa Soumaré,https://fbref.com/en/players/1d8aa290/Issa-Soumare,issa-soumare
Djibril Sow,https://fbref.com/en/players/4c6facae/Djibril-Sow,djibril-sow
Saidou Sow,https://fbref.com/en/players/f6b94e8d/Saidou-Sow,saidou-sow
Saidou Sow,https://fbref.com/en/players/f6b94e8d/Saidou-Sow,saidou-sow
Djed Spence,https://fbref.com/en/players/9bc9a519/Djed-Spence,djed-spence
Leonardo Spinazzola,https://fbref.com/en/players/3626daea/Leonardo-Spinazzola,leonardo-spinazzola
Marco Sportiello,https://fbref.com/en/players/ac4003af/Marco-Sportiello,marco-sportiello
Anton Stach,https://fbref.com/en/players/0f59a7bf/Anton-Stach,anton-stach
Jens Stage,https://fbref.com/en/players/1fffae99/Jens-Stage,jens-stage
Josip Stanišić,https://fbref.com/en/players/7ed08d5c/Josip-Stanisic,josip-stanisic
Filip Stankovic,https://fbref.com/en/players/d34d8ed2/Filip-Stankovic,filip-stankovic
Jay Stansfield,https://fbref.com/en/players/b2626673/Jay-Stansfield,jay-stansfield
Carl Starfelt,https://fbref.com/en/players/5cfec13d/Carl-Starfelt,carl-starfelt
Niklas Stark,https://fbref.com/en/players/aad48be9/Niklas-Stark,niklas-stark
Lucas Stassin,https://fbref.com/en/players/a47d6f3a/Lucas-Stassin,lucas-stassin
Jason Steele,https://fbref.com/en/players/28300a16/Jason-Steele,jason-steele
Orri Steinn Óskarsson,https://fbref.com/en/players/d0b8e745/Orri-Steinn-Oskarsson,orri-steinn-oskarsson
Pascal Stenzel,https://fbref.com/en/players/99f7e9aa/Pascal-Stenzel,pascal-stenzel
