player_id,name,team_name_short,season,tournament_name,tournament_country,role,presenze,assist,mv,fmv,gf,gs,rp,rc,r_plus,r_minus,amm,esp,au,starts_eleven,min_playing_time,injured,total_duels_won_percentage,total_duels_won,possession_lost,total_shots,shots_on_target,goal_conversion_percentage,free_kick_shots,penalty_won,successful_dribbles,successful_dribbles_percentage,touches,key_passes,accurate_passes_percentage,total_passes,accurate_passes,accurate_crosses,total_cross,accurate_final_third_passes,accurate_opposition_half_passes,tackles,tackles_won_percentage,tackles_won,interceptions,fouls,error_lead_to_goal,penalty_conceded,clean_sheet,saves,penalty_faced,big_chances_created,pass_to_assist,accurate_chipped_passes,accurate_long_balls,accurate_long_balls_percentage,aerial_duels_won,aerial_duels_won_percentage,aerial_lost,attempt_penalty_miss,attempt_penalty_target,big_chances_create,blocked_shots,clearances,crosses_not_claimed,dispossessed,duel_lost,error_lead_to_shot,expected_goals,hit_woodwork,inaccurate_passes,offsides,penalty_conversion,possession_won_att_third,punches,scoring_frequency,shot_from_set_piece,shots_off_target,successful_runs_out,total_attempt_assist,total_chipped_passes,total_long_balls,total_opposition_half_passes,total_own_half_passes,totw_appearances,was_fouled,last_active_year,team_id,aff_index,inf_index,tit_index,spesa_media_altri,fvm,quotazione,date_of_birth,height,jersey_number,preferred_foot,country,slug,link,image
76ff8d0d,KRISTIAN THORSTVEDT,Sassuolo,s_23_24,Serie A,ITA,C,34,1,2397,26.6,6,,,0,,,7,0,,30,2397,,52.38,44,93,42,15,14.29,0,0,15,39.5,1273,36,72.6,978,710,,26,85,15,40,55.0,22,21,36,,0,,,,4,1,2,60,54.1,55,44.7,68,,0,80,,,,,40,,4.4,,268,1,0,,,0.14,,27,,80,,111,,,34,39,,,,,,,,,1999-03-13,171,,left,norway,kristian-thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,https://fbref.com/req/202302030/images/headshots/76ff8d0d_2022.jpg
76ff8d0d,KRISTIAN THORSTVEDT,Sassuolo,s_24_25,Serie B,ITA,C,22,4,1920,21.3,7,,,1,,,5,0,,22,1920,,43.75,21,67,46,19,15.22,0,0,22,55.0,1279,31,78.9,1019,804,,16,84,27,28,42.9,12,22,38,,0,,,,13,10,0,37,60.7,57,56.4,44,,1,76,,,,,27,,5.1,,215,1,1,,,0.13,,27,,76,,61,,,22,28,,,,,,,,,1999-03-13,171,,left,norway,kristian-thorstvedt,https://fbref.com/en/players/76ff8d0d/Kristian-Thorstvedt,https://fbref.com/req/202302030/images/headshots/76ff8d0d_2022.jpg
3f448184,ADRIAN BENEDYCZAK,Pogoń Szczecin,s_17_18,Ekstraklasa,POL,A,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
3f448184,ADRIAN BENEDYCZAK,Pogoń Szczecin,s_18_19,Ekstraklasa,POL,A,12,0,398,4.4,0,,,0,,,3,0,,3,398,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,12,,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
3f448184,ADRIAN BENEDYCZAK,Pogoń Szczecin,s_20_21,Ekstraklasa,POL,A,25,0,1000,11.1,3,,,0,,,4,0,,10,1000,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,25,,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
3f448184,ADRIAN BENEDYCZAK,Parma,s_21_22,Serie B,ITA,A,31,1,1600,17.8,6,,,0,,,3,0,,19,1600,,40.00,2,62,39,17,15.38,0,0,3,21.4,467,9,63.9,321,205,,17,13,9,2,100.0,2,1,34,,1,,,,4,1,2,11,55.0,31,40.8,45,,0,33,,,,,3,,5.4,,116,5,0,,,0.15,,22,,33,,20,,,31,38,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
3f448184,ADRIAN BENEDYCZAK,Parma,s_22_23,Serie B,ITA,A,32,1,1445,16.1,8,,,0,,,2,0,,18,1445,,64.71,11,30,28,13,28.57,0,1,6,26.1,543,10,62.7,402,252,,28,20,18,9,77.8,7,2,25,,0,,,,2,1,2,9,25.7,46,50.0,46,,0,22,,,,,6,,4.1,,150,7,0,,,0.29,,15,,22,,35,,,32,13,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
3f448184,ADRIAN BENEDYCZAK,Parma,s_23_24,Serie B,ITA,A,31,3,1828,20.3,10,,,6,,,4,0,,23,1828,,54.29,19,55,42,10,23.81,0,0,10,33.3,776,20,66.4,562,373,,24,26,18,17,64.7,11,15,32,,0,,,,7,5,0,27,51.9,62,51.7,58,,7,42,,,,,16,,10.8,,189,5,6,,,0.10,,32,,42,,52,,,31,25,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
3f448184,ADRIAN BENEDYCZAK,Parma,s_24_25,Serie A,ITA,A,9,0,214,2.4,0,,,0,,,0,0,,2,214,,0.00,0,8,3,0,0.00,0,0,0,0.0,79,2,67.3,52,35,,1,2,0,0,,0,0,4,,0,,,,0,0,0,4,66.7,9,42.9,12,,0,3,,,,,1,,0.3,,17,1,0,,,0.00,,3,,3,,6,,,9,5,,,,,,,,,2000-11-24,184,,,poland,adrian-benedyczak,https://fbref.com/en/players/3f448184/Adrian-Benedyczak,https://cdn.ssref.net/req/202507141/favicons/fb/apple-touch-icon-228x228-precomposed.png
55db5c36,LAUTARO VALENTI,Lanús,s_18_19,Liga Argentina,ARG,D,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,1999-01-14,188,,left,,lautaro-valenti,https://fbref.com/en/players/55db5c36/Lautaro-Valenti,https://fbref.com/req/202302030/images/headshots/55db5c36_2022.jpg
